scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_2551	83.364285	8.532776	26.085173	79.333227	74.831510	57.279112	4.031058
scaffold_2552	28.048447	13.387119	8.620087	16.896760	14.661328	19.428361	11.151687
scaffold_2553	160.387911	31.667435	62.821443	101.211464	128.720476	97.566468	59.176447
scaffold_2554	27.640485	8.360415	15.816835	25.949011	19.280070	11.823650	1.691474
scaffold_2555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_2556	3539.760871	0.513207	5.210896	3543.376579	3539.247663	3534.549975	-3.615708
scaffold_2557	102.568772	33.070177	87.126730	85.038862	69.498595	15.442042	17.529910
scaffold_2558	57.359707	-5.279905	-1.174696	17.131966	62.639613	58.534404	40.227741
scaffold_2559	55.114588	-0.627860	20.856421	49.591104	55.742448	34.258167	5.523484
scaffold_2560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_2561	42.983104	21.112432	23.128300	21.963981	21.870672	19.854804	21.019123
scaffold_2562	42.723165	35.539176	17.001285	21.245128	7.183989	25.721880	21.478036
scaffold_2563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_2564	39.540517	4.008260	11.866744	31.839254	35.532257	27.673772	7.701263
scaffold_2565	6.324019	0.427797	1.933849	3.757042	5.896222	4.390170	2.566978
scaffold_2566	85.977965	1.708834	21.277578	73.654164	84.269132	64.700388	12.323801
scaffold_2567	28.931170	15.666666	16.057240	19.479935	13.264504	12.873930	9.451235
scaffold_2568	115.156597	12.192901	57.765391	112.779554	102.963697	57.391207	2.377043
scaffold_2569	63.888190	-5.991393	2.868278	34.332371	69.879582	61.019912	29.555819
scaffold_2570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_2571	323.706422	0.520592	111.819751	290.487364	323.185830	211.886670	33.219057
scaffold_2572	133.398789	31.991382	65.502699	91.273418	101.407407	67.896090	42.125371
scaffold_2573	128.520188	50.329044	59.490785	108.417509	78.191144	69.029403	20.102679
scaffold_2574	nan	6.071628	8.886190	2130.034178	nan	nan	nan
scaffold_2575	177.197456	0.041401	57.891139	137.739161	177.156055	119.306317	39.458295
scaffold_2576	131.525856	17.135310	46.483096	118.532949	114.390546	85.042760	12.992907
scaffold_2577	60.645061	47.638784	52.590000	31.750817	13.006277	8.055061	28.894244
scaffold_2578	159.899388	4.137911	63.763679	140.349935	155.761477	96.135709	19.549453
scaffold_2579	17.009960	-0.993804	3.121858	8.911516	18.003764	13.888101	8.098444
scaffold_2580	91.139305	17.634922	35.573868	71.472592	73.504384	55.565438	19.666713
scaffold_2581	417.914656	9.342314	175.802595	389.539205	408.572342	242.112060	28.375451
scaffold_2582	90.060722	48.634329	61.125460	67.291673	41.426393	28.935262	22.769048
scaffold_2583	-nan	-0.024818	5.420769	12.395727	-nan	-nan	-nan
scaffold_2584	130.828010	6.344416	60.411835	125.160653	124.483594	70.416175	5.667358
scaffold_2585	64.500694	16.480240	51.978192	47.430491	48.020454	12.522501	17.070203
scaffold_2586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_2587	22.785724	10.915688	11.444374	20.953516	11.870035	11.341349	1.832207
