scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_27	101.583674	-3.574302	25.578435	81.902845	105.157976	76.005239	19.680829
scaffold_28	409.446492	-7.231093	145.531182	371.994501	416.677586	263.915311	37.451991
scaffold_29	-nan	-6.402227	11.696453	54.821337	-nan	-nan	-nan
scaffold_30	485.829626	0.169416	141.528316	369.910077	485.660210	344.301309	115.919549
scaffold_31	77.820548	38.378541	42.509688	43.685392	39.442007	35.310860	34.135156
scaffold_32	168.296785	40.839431	93.493760	154.119417	127.457353	74.803025	14.177368
scaffold_33	-nan	0.993052	27.721723	2172.800680	-nan	-nan	-nan
scaffold_34	242.958048	-5.293244	86.338897	197.381494	248.251292	156.619151	45.576554
scaffold_35	128.138295	21.646248	45.975252	117.269149	106.492047	82.163043	10.869146
scaffold_36	64.976164	22.170681	39.044335	39.312465	42.805483	25.931829	25.663699
scaffold_37	326.728731	98.041749	187.303681	297.857982	228.686982	139.425050	28.870749
scaffold_38	112.223657	33.977250	69.204588	106.461177	78.246407	43.019069	5.762480
scaffold_39	119.502653	27.077736	66.811449	113.167872	92.424917	52.691204	6.334781
scaffold_40	351.794113	254.101043	250.914365	222.564566	97.693071	100.879748	129.229547
scaffold_41	247.545922	99.292496	202.313029	214.642230	148.253427	45.232893	32.903692
scaffold_42	226.638873	7.400631	84.219520	211.742235	219.238242	142.419353	14.896638
scaffold_43	248.500847	49.725347	95.339746	226.072094	198.775501	153.161101	22.428754
scaffold_44	264.366890	-7.472115	82.835515	198.891971	271.839005	181.531375	65.474919
scaffold_45	189.737796	24.398687	114.359514	176.488912	165.339109	75.378282	13.248885
scaffold_46	196.700262	11.696516	92.817710	190.238317	185.003747	103.882553	6.461946
scaffold_47	142.271642	13.872305	47.626275	124.699338	128.399337	94.645368	17.572304
scaffold_48	421.253712	28.505763	154.192964	381.952969	392.747948	267.060748	39.300742
scaffold_49	167.745227	117.210281	101.777364	100.975091	50.534946	65.967862	66.770136
scaffold_50	121.387337	44.520640	68.070001	107.513792	76.866697	53.317336	13.873546
scaffold_51	269.881347	18.688770	130.082836	258.385402	251.192578	139.798511	11.495945
scaffold_52	122.608305	40.084939	93.844449	90.241058	82.523365	28.763856	32.367247
scaffold_53	93.449018	5.336512	48.421660	65.488091	88.112506	45.027358	27.960927
scaffold_54	164.310666	43.116278	140.275180	122.778280	121.194388	24.035487	41.532386
scaffold_55	30.721359	14.229393	29.051991	20.455914	16.491966	1.669367	10.265444
scaffold_56	26.807892	-1.519105	1.971281	12.578619	28.326998	24.836611	14.229273
scaffold_57	1075.306270	-12.083994	379.682957	937.473624	1087.390264	695.623314	137.832647
scaffold_58	1648.299292	1620.250641	944.438509	829.814280	28.048650	703.860782	818.485011
scaffold_59	150.310443	71.859219	75.244858	84.411343	78.451225	75.065585	65.899101
scaffold_60	302.541408	92.723625	244.534732	253.196739	209.817783	58.006676	49.344669
scaffold_61	152.641819	117.254111	73.560554	101.625707	35.387707	79.081264	51.016111
scaffold_62	127.008462	108.796026	65.516690	64.863905	18.212437	61.491773	62.144557
scaffold_63	604.138593	530.377949	375.818426	323.855519	73.760643	228.320166	280.283073
scaffold_64	160.934869	-13.364719	27.447509	122.929082	174.299589	133.487361	38.005788
scaffold_65	188.137188	3.132578	90.160382	164.924627	185.004609	97.976805	23.212560
scaffold_66	102.524689	22.129913	79.023672	70.974571	80.394777	23.501017	31.550118
scaffold_67	276.796260	30.605332	179.876802	238.255652	246.190928	96.919459	38.540609
scaffold_68	169.122690	38.445113	81.869942	163.374928	130.677577	87.252749	5.747762
scaffold_69	78.174672	48.810850	46.976145	59.049882	29.363823	31.198527	19.124791
scaffold_70	115.453529	81.761210	56.872821	66.460943	33.692320	58.580708	48.992586
scaffold_71	81.317866	3.920929	42.166906	75.239710	77.396936	39.150960	6.078156
scaffold_72	300.967533	190.739760	210.844072	203.653530	110.227773	90.123461	97.314003
scaffold_73	167.684189	84.762216	81.228636	130.906850	82.921973	86.455553	36.777339
scaffold_74	235.122656	-4.687380	82.396399	201.852421	239.810036	152.726257	33.270234
scaffold_75	343.185084	-6.096854	117.950211	311.670206	349.281938	225.234873	31.514878
scaffold_76	239.458405	39.629287	135.995836	234.706643	199.829117	103.462569	4.751761
scaffold_77	157.977784	8.744746	66.101062	132.621831	149.233038	91.876722	25.355953
scaffold_78	66.387370	8.146492	29.638577	62.508409	58.240879	36.748793	3.878961
scaffold_79	122.811578	71.549606	76.346238	72.395237	51.261973	46.465341	50.416342
scaffold_80	530.296001	238.078436	477.631518	432.550878	292.217565	52.664483	97.745123
scaffold_81	303.996648	8.059921	104.336169	263.202049	295.936727	199.660479	40.794599
scaffold_82	215.680301	194.643366	117.430654	108.849086	21.036935	98.249646	106.831215
scaffold_83	93.887862	1.882134	35.832908	87.757811	92.005729	58.054955	6.130051
scaffold_84	316.486393	9.469538	151.320553	296.216188	307.016856	165.165840	20.270205
scaffold_85	306.324747	252.267744	169.217516	171.714055	54.057003	137.107230	134.610692
scaffold_86	1125.942294	139.220527	734.415705	1011.606949	986.721767	391.526589	114.335345
scaffold_87	562.319093	72.583405	367.262222	481.776065	489.735688	195.056870	80.543028
scaffold_88	173.018357	8.542166	85.537402	151.584789	164.476190	87.480955	21.433568
scaffold_89	194.251298	133.210080	124.187907	116.091317	61.041218	70.063391	78.159981
scaffold_90	2867.313325	2740.839718	1778.539820	1421.896151	126.473607	1088.773504	1445.417174
scaffold_91	196.339910	-10.139501	48.258093	153.805147	206.479411	148.081817	42.534763
scaffold_92	435.685937	51.768934	287.937800	341.389666	383.917003	147.748138	94.296271
scaffold_93	156.855967	41.603644	114.741790	138.210385	115.252323	42.114177	18.645582
scaffold_94	128.617745	48.376198	101.618138	83.004952	80.241548	26.999607	45.612794
scaffold_95	131.579946	59.338389	96.112565	93.439442	72.241557	35.467381	38.140504
scaffold_96	261.740646	63.048081	221.590180	173.707543	198.692565	40.150466	88.033104
scaffold_97	nan	-0.339272	0.143396	2.416447	nan	nan	nan
scaffold_98	108.948712	14.648672	61.709657	106.200681	94.300041	47.239056	2.748031
scaffold_99	163.095172	-0.206370	48.963569	140.852147	163.301542	114.131602	22.243025
scaffold_100	60.502960	17.960599	44.968531	50.577622	42.542361	15.534429	9.925338
scaffold_101	95.289462	-3.769719	20.054632	74.871514	99.059181	75.234830	20.417949
scaffold_102	1176.523234	15.654743	478.861413	1084.079781	1160.868492	697.661821	92.443453
scaffold_103	91.789178	37.315316	60.033470	87.304362	54.473862	31.755709	4.484817
scaffold_104	185.146118	6.275220	76.976587	146.502014	178.870898	108.169532	38.644105
scaffold_105	135.398168	15.739941	54.277347	123.146105	119.658227	81.120821	12.252063
scaffold_106	195.520346	154.674035	111.151088	94.264567	40.846310	84.369257	101.255779
scaffold_107	120.753495	-7.638205	20.779565	90.870944	128.391700	99.973929	29.882551
scaffold_108	68.430301	22.810852	59.737503	54.805107	45.619449	8.692798	13.625194
scaffold_109	3207.200722	3121.117683	1883.521431	1620.771215	86.083038	1323.679290	1586.429507
scaffold_110	152.392581	35.569245	48.431302	112.867013	116.823336	103.961279	39.525568
scaffold_111	353.559072	270.316283	160.527567	190.913038	83.242789	193.031505	162.646033
scaffold_112	1680.782933	1578.318075	1071.715511	849.206079	102.464859	609.067423	831.576855
scaffold_113	131.321841	107.126507	75.287198	68.987292	24.195334	56.034643	62.334549
scaffold_114	211.485326	53.871659	132.389121	198.915106	157.613668	79.096205	12.570220
scaffold_115	91.628472	71.077891	70.564694	58.980997	20.550581	21.063778	32.647475
scaffold_116	127.300019	25.611968	79.976136	94.829675	101.688050	47.323883	32.470344
scaffold_117	175.453049	38.819901	83.814715	158.145638	136.633148	91.638335	17.307412
scaffold_118	448.847091	25.526320	223.642212	430.913275	423.320771	225.204879	17.933816
scaffold_119	62.860477	4.006396	29.703791	57.690603	58.854082	33.156686	5.169874
scaffold_120	93.997888	-6.944056	15.704457	73.049872	100.941944	78.293431	20.948016
scaffold_121	126.049719	118.119594	70.456780	75.121472	7.930124	55.592939	50.928247
scaffold_122	339.658559	36.924168	170.861727	320.700905	302.734391	168.796832	18.957654
scaffold_123	98.567775	-5.533567	25.112454	74.269064	104.101342	73.455321	24.298711
scaffold_124	343.504121	64.171595	221.514324	335.781022	279.332525	121.989797	7.723099
scaffold_125	172.626419	57.527840	89.560274	132.961497	115.098578	83.066144	39.664922
scaffold_126	61.655737	41.493633	19.740922	27.036480	20.162103	41.914815	34.619257
scaffold_127	82.776479	68.622766	48.085059	44.472772	14.153714	34.691421	38.303707
scaffold_128	71.334441	63.852658	44.548496	35.869026	7.481783	26.785945	35.465415
scaffold_129	-nan	-2.852129	5.045818	27.146329	-nan	-nan	-nan
scaffold_130	98.038199	57.711540	51.676776	60.671717	40.326660	46.361424	37.366482
scaffold_131	85.815152	14.945066	54.786844	80.053080	70.870085	31.028308	5.762072
scaffold_132	212.940981	14.568327	90.925612	194.324112	198.372654	122.015369	18.616869
scaffold_133	177.115098	23.828008	105.438044	173.893023	153.287090	71.677055	3.222075
scaffold_134	168.595973	87.626897	118.622094	130.925188	80.969076	49.973880	37.670786
scaffold_135	475.269103	11.485270	194.806738	442.748175	463.783833	280.462365	32.520928
scaffold_136	165.143684	85.675027	82.632038	80.364122	79.468657	82.511645	84.779562
scaffold_137	106.483102	45.962226	86.415924	72.795264	60.520877	20.067178	33.687838
scaffold_138	145.901568	145.323424	83.514962	74.966036	0.578144	62.386606	70.935532
scaffold_139	71.454505	36.503909	41.660386	41.287103	34.950596	29.794119	30.167401
scaffold_140	232.651871	120.981466	129.504241	155.632693	111.670405	103.147630	77.019178
scaffold_141	1093.541861	997.517964	785.390476	582.964640	96.023897	308.151385	510.577221
scaffold_142	90.795778	3.262733	31.044695	81.902881	87.533044	59.751083	8.892896
scaffold_143	108.662461	-1.533560	39.989840	94.436424	110.196021	68.672621	14.226037
scaffold_144	57.207650	25.282932	27.492736	27.999500	31.924718	29.714914	29.208150
scaffold_145	246.004202	4.481822	97.471742	222.719126	241.522381	148.532461	23.285077
scaffold_146	70.725783	23.615966	34.668640	40.614560	47.109817	36.057142	30.111223
scaffold_147	-nan	-4.103065	2.593930	22.923565	-nan	-nan	-nan
scaffold_148	53.345654	5.238802	25.693379	50.956013	48.106852	27.652275	2.389641
scaffold_149	60.239123	2.666261	17.243828	50.378489	57.572862	42.995295	9.860635
scaffold_150	52.427385	27.874881	49.107384	38.732918	24.552504	3.320001	13.694467
scaffold_151	183.097348	172.691642	146.806367	117.873169	10.405706	36.290981	65.224179
scaffold_152	-nan	-6.293629	9.362514	52.959876	-nan	-nan	-nan
scaffold_153	255.924824	21.154230	121.788227	243.280287	234.770593	134.136596	12.644536
scaffold_154	57.968354	19.383311	45.332866	50.234381	38.585043	12.635489	7.733974
scaffold_155	74.896378	8.797665	31.485914	63.741392	66.098712	43.410464	11.154985
scaffold_156	2449.814458	2204.981587	1747.837651	1325.094623	244.832871	701.976807	1124.719835
scaffold_157	276.393089	41.984004	116.732343	256.631251	234.409085	159.660746	19.761838
scaffold_158	148.523630	34.628490	68.069050	139.619881	113.895140	80.454580	8.903749
scaffold_159	271.565816	11.090955	124.976816	261.467990	260.474861	146.589000	10.097826
scaffold_160	nan	0.326465	2.616276	1.636096	nan	nan	nan
scaffold_161	89.432076	24.347575	45.250094	86.185137	65.084501	44.181982	3.246938
scaffold_162	148.867574	-2.253698	37.630110	109.265629	151.121272	111.237464	39.601945
scaffold_163	700.171261	649.379971	491.029252	369.497931	50.791290	209.142009	330.673330
scaffold_164	38.546145	3.992553	7.969851	10.882936	34.553592	30.576294	27.663209
scaffold_165	392.343031	-10.959326	97.616758	331.600189	403.302357	294.726273	60.742842
scaffold_166	248.109279	17.441095	119.470783	240.631589	230.668184	128.638496	7.477690
scaffold_167	134.910185	62.250119	75.230898	123.390144	72.660066	59.679287	11.520041
scaffold_168	138.331742	60.870336	127.843070	115.405612	77.461405	10.488671	22.926130
scaffold_169	195.659280	182.376903	115.130661	110.874843	13.282377	80.528618	84.784437
scaffold_170	203.710602	96.955427	126.736884	181.980059	106.755175	76.973718	21.730543
scaffold_171	182.426884	54.947545	69.761785	101.299586	127.479340	112.665100	81.127299
scaffold_172	117.444209	45.210366	99.088650	74.593791	72.233843	18.355559	42.850418
scaffold_173	226.294293	15.503756	98.223029	215.319974	210.790537	128.071263	10.974319
scaffold_174	104.622888	7.173419	25.905208	70.408254	97.449469	78.717680	34.214634
scaffold_175	394.230111	190.437498	290.316458	345.435085	203.792613	103.913654	48.795026
scaffold_176	144.527484	104.127254	105.453048	93.695879	40.400230	39.074436	50.831605
scaffold_177	68.371619	6.345681	39.102942	65.182375	62.025938	29.268678	3.189245
scaffold_178	171.853586	99.445795	51.442699	49.978487	72.407791	120.410887	121.875099
scaffold_179	267.363051	57.666343	144.197876	218.259027	209.696708	123.165174	49.104024
scaffold_180	830.109750	684.776056	373.626503	418.420583	145.333694	456.483247	411.689167
scaffold_181	130.912837	50.324291	84.376722	122.536469	80.588546	46.536115	8.376367
scaffold_182	42.123390	9.055997	26.227868	41.000026	33.067392	15.895522	1.123364
scaffold_183	126.943542	6.490636	66.230400	121.308208	120.452907	60.713142	5.635334
scaffold_184	286.682768	15.161466	83.635670	233.672635	271.521302	203.047098	53.010133
scaffold_185	106.651325	14.167481	46.130625	101.178647	92.483844	60.520700	5.472677
scaffold_186	54.410970	4.155252	28.941302	53.020597	50.255718	25.469668	1.390373
scaffold_187	381.540630	-3.805748	144.759037	338.997959	385.346378	236.781594	42.542672
scaffold_188	169.323069	-1.439856	43.135655	123.711107	170.762925	126.187414	45.611962
scaffold_189	118.087790	11.796751	63.948210	115.374723	106.291040	54.139581	2.713068
scaffold_190	137.083232	94.945542	70.888733	80.323845	42.137691	66.194499	56.759387
scaffold_191	192.515317	35.579935	75.146479	121.386944	156.935382	117.368838	71.128373
scaffold_192	207.697590	51.168422	121.484045	186.937301	156.529168	86.213546	20.760290
scaffold_193	176.771929	19.519889	95.712312	170.663716	157.252040	81.059617	6.108213
scaffold_194	147.047582	79.113830	72.676816	102.997759	67.933752	74.370766	44.049823
scaffold_195	286.751277	225.744748	177.211081	155.784048	61.006529	109.540197	130.967229
scaffold_196	208.690553	123.876841	183.564150	164.225111	84.813712	25.126403	44.465442
scaffold_197	55.328204	9.310273	28.315614	54.159069	46.017931	27.012590	1.169135
scaffold_198	57.491368	9.878726	25.118958	44.566830	47.612642	32.372410	12.924537
scaffold_199	nan	-0.859863	-0.276911	2.489127	nan	nan	nan
scaffold_200	247.389083	17.819401	142.585498	238.370236	229.569682	104.803585	9.018847
scaffold_201	23.535516	10.843207	9.735596	16.254822	12.692309	13.799920	7.280693
scaffold_202	126.124980	28.172004	86.486575	117.843377	97.952976	39.638405	8.281603
scaffold_203	76.022382	31.954436	63.022089	69.570159	44.067946	13.000293	6.452223
scaffold_204	55.280287	2.514055	17.424115	33.735563	52.766232	37.856172	21.544724
scaffold_205	181.970640	13.065573	74.574865	169.346079	168.905067	107.395775	12.624561
scaffold_206	33.623676	19.596611	20.796508	13.762861	14.027065	12.827168	19.860815
scaffold_207	95.889817	36.738816	59.329062	87.871444	59.151001	36.560755	8.018372
scaffold_208	52.795757	29.902678	22.265604	35.671604	22.893079	30.530154	17.124154
scaffold_209	2673.823719	2505.276031	1798.909240	1382.329018	168.547688	874.914479	1291.494701
scaffold_210	99.551828	30.858896	67.721152	88.757104	68.692932	31.830676	10.794724
scaffold_211	312.898559	149.379278	265.108616	258.675046	163.519281	47.789943	54.223513
scaffold_212	38.373401	1.395945	16.584907	25.628862	36.977456	21.788495	12.744539
scaffold_213	167.580185	40.836466	68.984989	142.190217	126.743719	98.595197	25.389969
scaffold_214	297.665244	23.317640	142.086240	279.717216	274.347605	155.579004	17.948028
scaffold_215	99.354692	96.401075	47.167004	51.488825	2.953617	52.187687	47.865866
scaffold_216	2748.862045	2460.650946	2034.447289	1455.607495	288.211099	714.414756	1293.254550
scaffold_217	167.344314	22.261772	106.299417	156.698528	145.082542	61.044897	10.645786
scaffold_218	70.041581	30.150482	50.032740	36.628270	39.891099	20.008841	33.413311
scaffold_219	79.698296	1.259619	13.568383	45.742679	78.438677	66.129913	33.955617
scaffold_220	178.919961	76.460722	143.888622	134.736859	102.459239	35.031339	44.183102
scaffold_221	94.330285	60.191198	74.724626	68.967627	34.139087	19.605659	25.362658
scaffold_222	501.580427	142.275848	406.640515	430.304732	359.304580	94.939913	71.275695
scaffold_223	214.040326	34.268219	129.438949	203.090974	179.772107	84.601377	10.949352
scaffold_224	42.043518	3.994309	19.003770	38.075389	38.049209	23.039748	3.968128
scaffold_225	83.067771	-3.175703	15.685020	63.385800	86.243474	67.382751	19.681971
scaffold_226	126.960402	30.774439	88.929817	120.998687	96.185963	38.030585	5.961715
scaffold_227	285.019168	231.192310	131.104383	138.112413	53.826858	153.914785	146.906756
scaffold_228	35.817785	3.814672	21.673502	31.415542	32.003113	14.144283	4.402243
scaffold_229	136.768906	73.106914	92.115196	76.175130	63.661992	44.653709	60.593775
scaffold_230	103.570727	41.010511	47.131530	53.214530	62.560215	56.439197	50.356196
scaffold_231	84.127314	16.647642	49.743700	80.573965	67.479672	34.383614	3.553349
scaffold_232	86.798041	22.548916	54.202891	72.257337	64.249126	32.595151	14.540705
scaffold_233	9.814112	-0.967534	0.270731	4.854687	10.781645	9.543381	4.959425
scaffold_234	47.107506	8.671799	25.633050	46.197882	38.435707	21.474456	0.909624
scaffold_235	324.604427	5.524972	130.182267	265.471881	319.079455	194.422160	59.132546
scaffold_236	47.684741	21.134624	30.377940	42.427803	26.550117	17.306800	5.256938
scaffold_237	382.255130	45.264932	230.716496	374.612243	336.990198	151.538634	7.642888
scaffold_238	28.972232	1.414678	4.341015	10.277599	27.557554	24.631217	18.694633
scaffold_239	114.371450	84.236273	68.381826	49.878722	30.135177	45.989624	64.492727
scaffold_240	25.965088	-1.250373	5.558629	16.392437	27.215460	20.406458	9.572651
scaffold_241	284.770555	178.256437	148.788073	158.746732	106.514118	135.982482	126.023823
scaffold_242	153.248644	35.578343	54.277715	110.177791	117.670301	98.970929	43.070853
scaffold_243	182.975754	79.305066	80.390393	161.307795	103.670687	102.585361	21.667959
scaffold_244	135.326425	28.758609	107.960067	119.604571	106.567816	27.366358	15.721854
scaffold_245	79.033934	22.805454	43.215555	41.755137	56.228480	35.818379	37.278797
scaffold_246	146.738279	121.192906	80.505146	102.125439	25.545373	66.233133	44.612840
scaffold_247	84.520078	-3.567654	18.028451	67.573714	88.087732	66.491628	16.946364
scaffold_248	394.304301	72.589155	282.173696	356.329078	321.715145	112.130605	37.975223
scaffold_249	51.911382	24.843106	49.348826	26.803884	27.068277	2.562557	25.107498
scaffold_250	51.812881	12.727765	41.404001	35.835788	39.085116	10.408880	15.977093
scaffold_251	2654.262240	2566.280850	1399.729815	1364.846832	87.981390	1254.532425	1289.415408
scaffold_252	45.249960	3.285572	26.508806	40.301528	41.964388	18.741154	4.948432
scaffold_253	79.808701	21.279079	58.603155	75.020887	58.529622	21.205546	4.787814
scaffold_254	103.966436	13.319483	49.282181	97.752942	90.646953	54.684255	6.213494
scaffold_255	51.698090	0.079056	21.469175	43.051432	51.619034	30.228916	8.646658
scaffold_256	308.405020	57.005060	225.434790	229.698709	251.399960	82.970230	78.706311
scaffold_257	4.151189	-0.298058	0.880182	3.050932	4.449247	3.271007	1.100257
scaffold_258	248.896420	42.022736	179.224110	186.218581	206.873684	69.672310	62.677839
scaffold_259	535.860260	29.789512	285.089648	477.589268	506.070748	250.770612	58.270992
scaffold_260	97.529373	1.824281	31.026550	19012.539112	95.705092	66.502824	-18915.009739
scaffold_261	45.382985	14.871486	38.699490	33.512625	30.511499	6.683495	11.870360
scaffold_262	43.297301	2.799287	24.695221	28.948833	40.498014	18.602080	14.348468
scaffold_263	637.867472	584.732599	423.378652	290.471733	53.134874	214.488820	347.395739
scaffold_264	258.020376	1.102476	58.568693	205.249207	256.917901	199.451684	52.771170
scaffold_265	83.282604	58.992792	45.612537	62.133343	24.289813	37.670067	21.149261
scaffold_266	92.387840	26.734108	45.066348	80.851650	65.653733	47.321493	11.536190
scaffold_267	12.356922	9.861764	9.127873	5.112639	2.495158	3.229049	7.244283
scaffold_268	27.080917	12.299644	25.708695	20.020593	14.781273	1.372222	7.060323
scaffold_269	85.107860	12.973860	40.356108	78.109049	72.134000	44.751752	6.998811
scaffold_270	72.202198	-0.276287	22.250130	54.687105	72.478486	49.952069	17.515093
scaffold_271	92.675677	2.299606	27.354465	79.430257	90.376071	65.321212	13.245420
scaffold_272	125.227020	39.938352	103.036802	105.836527	85.288668	22.190217	19.390493
scaffold_273	108.636534	37.820064	51.487213	85.170129	70.816470	57.149320	23.466405
scaffold_274	1991.734553	29.180171	54.469529	73.824897	1962.554382	1937.265024	1917.909656
scaffold_275	90.320883	18.839183	47.848199	87.508627	71.481700	42.472684	2.812256
scaffold_276	65.137695	30.733325	51.839553	16.614071	34.404370	13.298142	48.523625
scaffold_277	181.558882	114.943369	94.347748	75.798487	66.615513	87.211134	105.760395
scaffold_278	37.023106	21.859665	34.367888	32.078811	15.163441	2.655218	4.944294
scaffold_279	1784.621028	1737.011460	1092.540920	924.082474	47.609568	692.080108	860.538554
scaffold_280	67.111438	-5.396389	8.072618	44.799961	72.507828	59.038820	22.311477
scaffold_281	257.762373	93.141544	237.119511	173.960885	164.620829	20.642862	83.801489
scaffold_282	247.110526	23.827112	143.916685	195.881788	223.283415	103.193841	51.228739
scaffold_283	47.153029	33.018648	34.929858	26.885831	14.134381	12.223171	20.267198
scaffold_284	93.009867	31.778589	69.413182	71.944731	61.231279	23.596686	21.065136
scaffold_285	28.929003	13.453839	21.839498	23.958228	15.475164	7.089505	4.970775
scaffold_286	1060.734512	21.081431	465.387983	886.422838	1039.653081	595.346529	174.311674
scaffold_287	-nan	-6.236182	17.743148	68.424654	-nan	-nan	-nan
scaffold_288	76.531084	18.816438	33.462523	68.309440	57.714646	43.068561	8.221644
scaffold_289	195.169722	98.314531	172.023175	166.845973	96.855191	23.146546	28.323749
scaffold_290	96.710189	21.472811	35.823870	91.076311	75.237379	60.886319	5.633879
scaffold_291	1443.357756	-2.551779	5.219517	1431.034641	1445.909535	1438.138240	12.323115
scaffold_292	440.016245	53.197832	168.516046	396.704029	386.818413	271.500198	43.312215
scaffold_293	3084.390627	2994.819413	1706.499055	1583.074504	89.571213	1377.891572	1501.316123
scaffold_294	244.404718	127.052304	172.016435	206.681608	117.352414	72.388283	37.723110
scaffold_295	504.163296	109.406998	397.297870	408.251267	394.756298	106.865426	95.912029
scaffold_296	61.684295	40.042085	58.014340	41.834516	21.642210	3.669955	19.849779
scaffold_297	78.102132	7.190042	31.035749	75.853902	70.912090	47.066383	2.248230
scaffold_298	20.252161	-1.774088	0.945395	10.755937	22.026249	19.306767	9.496224
scaffold_299	182.051626	87.600961	173.105057	123.524961	94.450665	8.946569	58.526665
scaffold_300	72.428499	-1.730521	20.499133	63.922953	74.159021	51.929366	8.505546
scaffold_301	8521.853304	45.778521	60.038766	56.051285	8476.074783	8461.814538	8465.802020
scaffold_302	78.313729	21.029248	28.533244	65.408399	57.284481	49.780485	12.905330
scaffold_303	168.098586	36.490272	68.137553	110.050907	131.608314	99.961033	58.047679
scaffold_304	51.387448	14.173121	33.513601	48.353918	37.214327	17.873847	3.033530
scaffold_305	104.541792	85.238485	76.055036	60.939808	19.303307	28.486756	43.601984
scaffold_306	72.794142	35.017269	33.223751	48.757502	37.776873	39.570391	24.036640
scaffold_307	59.223514	32.767137	20.849356	29.350532	26.456377	38.374158	29.872983
scaffold_308	94.890959	27.301281	45.624997	84.162758	67.589678	49.265962	10.728201
scaffold_309	566.637664	501.232136	324.783999	338.254440	65.405528	241.853664	228.383224
scaffold_310	nan	-0.065288	0.827289	-nan	nan	nan	nan
scaffold_311	193.753140	50.004988	91.905140	170.217363	143.748153	101.848000	23.535777
scaffold_312	65.936533	14.554077	35.727046	39.793390	51.382456	30.209487	26.143142
scaffold_313	59.832632	4.321834	32.880263	37.199580	55.510797	26.952368	22.633052
scaffold_314	61.500236	-1.730862	14.914387	49.118508	63.231097	46.585849	12.381728
scaffold_315	50.833688	45.797149	42.341633	28.169768	5.036539	8.492055	22.663920
scaffold_316	144.255005	110.586192	87.546580	78.652075	33.668812	56.708425	65.602929
scaffold_317	88.844111	33.364645	59.264810	75.428572	55.479466	29.579301	13.415539
scaffold_318	134.537163	31.239890	94.617357	87.324217	103.297273	39.919806	47.212946
scaffold_319	140.560411	55.539494	132.599835	124.317163	85.020917	7.960576	16.243248
scaffold_320	33.994172	17.565650	27.877660	26.069172	16.428522	6.116513	7.925000
scaffold_321	113.237637	2.703216	52.677330	95.188171	110.534421	60.560307	18.049466
scaffold_322	91.425484	49.500936	56.454380	42.636326	41.924549	34.971105	48.789159
scaffold_323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
scaffold_324	46.968662	0.217826	7.097379	33.225467	46.750837	39.871283	13.743195
scaffold_325	156.839092	6.810103	72.655455	151.336354	150.028989	84.183637	5.502738
scaffold_326	379.685230	199.848815	298.550541	313.686841	179.836414	81.134688	65.998389
scaffold_327	108.575437	3.934496	50.096809	89.174133	104.640941	58.478628	19.401304
scaffold_328	2184.345765	2128.251500	1347.902555	1154.580450	56.094265	836.443211	1029.765315
scaffold_329	101.742488	17.205725	49.179330	87.722619	84.536763	52.563158	14.019869
scaffold_330	1711.417340	1596.720891	1080.092402	951.187731	114.696449	631.324939	760.229609
